U0023,2.65,2.9368421052631577,0.5597014925373134
U0030,4.45,2.1789473684210527,0.6715116279069767
U0042,2.7,3.289473684210526,0.635036496350365
U0044,2.8,2.4210526315789473,0.5380434782608695
U0045,4.65,2.1315789473684212,0.6550868486352357
U0046,3.0,2.210526315789474,0.4788732394366197
U0047,3.5,2.3526315789473684,0.5477178423236515
U0048,3.5,2.168421052631579,0.6480836236933798
U0049,4.8,3.294736842105263,0.7219251336898396
U0055,3.0,2.142105263157895,0.4778761061946903
U0056,4.05,2.4,0.693069306930693
U0057,2.65,2.9157894736842107,0.5490196078431373
U0058,3.1,2.731578947368421,0.5573770491803278
U0060,4.75,2.863157894736842,0.6514285714285715
U0065,4.95,2.8157894736842106,0.6411609498680739
U0066,4.3,1.9736842105263157,0.5882352941176471
U0067,2.25,3.3684210526315788,0.44554455445544555
U0071,3.75,2.9473684210526314,0.6576923076923077
U0072,3.6,1.9526315789473685,0.4405594405594406
U0073,2.9,2.363157894736842,0.5502958579881657
U0074,2.95,2.4,0.555
U0075,3.8,2.3526315789473684,0.6466431095406361
U0076,5.15,1.8421052631578947,0.5331905781584583
U0077,4.6,1.894736842105263,0.582089552238806
U0080,3.15,2.731578947368421,0.5833333333333334
U0081,3.4,2.7263157894736842,0.5779816513761468
U0082,4.6,3.0789473684210527,0.7220630372492837
U0084,2.75,2.4105263157894736,0.5060240963855421
U0085,4.65,1.9421052631578948,0.574468085106383
U0086,5.9,1.8105263157894738,0.5885416666666666
U0088,6.2,2.1473684210526316,0.7055921052631579
U0092,3.05,2.6473684210526316,0.5595854922279793
U0093,5.15,1.9052631578947368,0.5844155844155844
U0095,2.95,2.357894736842105,0.6030927835051546
U0096,2.85,2.731578947368421,0.5698324022346368
U0097,2.85,3.231578947368421,0.6387096774193548
U0098,3.15,2.9473684210526314,0.6071428571428571
U0101,3.45,2.2157894736842105,0.555984555984556
U0102,2.5,2.5894736842105264,0.4968152866242038
U0103,3.6,2.468421052631579,0.6101694915254238
U0105,5.55,2.2578947368421054,0.6704545454545454
U0106,3.1,2.231578947368421,0.47761194029850745
U0108,2.45,2.963157894736842,0.4921875
U0109,6.65,2.263157894736842,0.5566037735849056
U0110,2.9,4.510526315789473,0.7371428571428571
U0111,3.9,2.1789473684210527,0.5605536332179931
U0112,6.3,2.1210526315789475,0.6535714285714286
U0113,4.25,2.3157894736842106,0.7264150943396226
U0115,3.0,2.2736842105263158,0.4861111111111111
U0116,2.3,3.0052631578947366,0.4838709677419355
U0117,3.7,2.110526315789474,0.5102040816326531
U0118,4.8,2.0157894736842104,0.6377952755905512
U0119,2.9,2.731578947368421,0.5375722543352601
U0120,6.45,1.7157894736842105,0.6185567010309279
U0121,2.95,3.136842105263158,0.5294117647058824
U0122,4.95,2.7263157894736842,0.7246376811594203
